protein1	protein2
23394	51545
6929	344018
6133	10687
2010	64395
8517	23164
478	79751
89782	387837
10664	11103
10469	375035
378807	728378
115572	253639
7566	130502
8655	58508
2052	58985
933	1173
1137	493856
11281	729240
4292	7988
166	9022
57335	90933
3189	373156
6751	57120
3062	26355
91647	154313
6883	117143
4166	493869
5705	5886
7298	26115
5000	5001
6399	287015
109	8643
55132	56969
2041	54808
10058	57348
26232	94005
27290	91147
113878	100130613
3646	51149
23555	83460
2130	4542
3082	6383
23363	57144
1956	11184
5567	6696
8764	25814
2932	23650
3098	10988
7277	7476
4734	9962
5764	6303
55311	220001
1787	9869
1271	5359
6532	6804
4790	6722
2052	26262
2312	5521
5156	9254
1659	51634
9753	80321
9253	10474
830	51019
358	30008
4214	83481
1025	23476
7345	10048
1195	23379
7525	23624
2057	2770
79727	406905
93621	448834
728	64924
3958	10723
9622	90993
3846	7678
3643	5770
4150	8473
7538	196513
7314	130617
6573	387921
11270	51078
2670	10529
7327	9978
6631	51171
6820	51593
51194	93377
1474	7040
7529	24148
51209	65979
1026	221184
161	51599
945	221981
6919	55145
5684	10385
85444	374654
9219	57699
1902	8794
5634	10592
4680	51741
10524	65990
28973	55507
7074	26037
3066	58516
5961	129401
686	26232
54507	84708
5987	64926
11258	54069
9071	10826
1105	8290
25837	388818
2064	2241
9846	26037
55905	85363
5337	54819
10105	79027
6134	9841
63894	65082
340527	645455
6714	84418
11078	112724
7205	399693
5354	222487
2709	388588
6399	220929
6844	7415
8897	10569
3326	55159
7528	440023
7428	124801
221	388677
4887	10565
515	719
8655	23074
164	5664
64288	64848
79753	151903
10592	373156
9491	55093
2835	6542
1462	6387
85865	168544
4163	6147
9188	65095
4086	6794
4543	6515
23358	25763
90933	162968
2703	151188
387	57584
22948	55284
8529	51075
84306	152002
118490	254187
64180	84856
3106	84168
79152	390212
5908	55791
10488	91782
9982	27067
3684	51075
10466	342574
310	84060
11156	83481
199834	353323
1386	3725
5879	64146
22827	406981
9929	23174
23582	58524
5770	94134
51081	51087
10569	123169
7533	23139
55739	386675
7074	9201
54778	81603
6744	23237
4090	6626
10063	55183
2029	10425
84676	339779
55164	140691
3042	4586
64061	80829
54606	92999
5653	79152
3359	79053
5335	55527
51373	64745
6780	139422
6583	147015
29074	65003
5700	653121
329	5799
57017	284415
28964	65265
5563	388677
23368	55731
3512	138803
57615	730087
6895	60495
1515	7105
10971	84451
8417	29091
1822	643641
3064	6855
3993	23613
6299	8932
1488	8204
8776	64220
6418	7013
7031	84984
23228	80255
60561	84557
2354	4739
1662	474381
9604	84970
6175	8575
6431	65083
10488	55315
83992	140735
25871	132200
8553	81851
66008	81610
1026	6418
941	27340
10298	54815
3309	4053
23505	23710
324	6232
1820	5371
10262	10458
8079	55631
8331	27151
11178	388389
55219	91977
2483	57703
6563	56913
4665	9724
79090	163782
8575	285855
9080	284415
57159	84260
5705	100996717
7750	55758
25	6708
3306	50484
53371	55238
3632	79019
1457	84699
3064	5062
8687	10513
3654	5532
8674	10175
1612	5518
25788	79090
56658	130502
6709	50944
331	80270
26013	51535
333	5300
7474	84168
9698	406900
2335	3676
10742	26994
9841	169841
6223	10153
7485	114571
7014	84632
6157	80135
9978	25820
9529	51720
2012	3358
6132	84656
127845	136263
2841	51200
6428	135295
6785	57130
5407	10578
6782	6785
4110	9112
6794	11014
7329	7515
25	9569
6194	81579
7295	161742
28984	83660
10933	93621
382	57510
9913	343070
53826	440400
5689	9641
5733	79651
6636	124220
598	7416
79786	123207
9586	85285
3191	406947
9924	23087
1456	9412
55333	60481
139322	494115
892	10694
699	79980
1457	79101
57348	162427
23118	138199
6504	25909
1892	10131
4734	5347
59272	339967
5694	27158
3837	10482
1674	127703
57801	256227
6925	344018
726	11097
7004	140893
54507	552900
10298	153769
1947	23061
9962	254428
3275	23636
10540	55285
5349	57510
26232	64420
57473	84064
3055	57120
3659	8850
5682	91544
6139	90326
1956	3055
970	347688
9551	78987
859	26064
10152	94134
10425	51533
7433	8976
573	2296
26058	55103
5870	23637
2885	8092
51614	201232
388324	388512
54948	57129
3312	375775
10742	55816
2248	79682
51253	57129
55140	79763
23005	83755
5873	23086
10450	57461
4038	10468
29997	57050
6554	339665
9145	283232
51129	55294
55697	85294
10007	56952
11211	26173
7525	10014
88745	388701
5480	51271
6406	401563
3643	222643
5350	338339
4904	6187
2253	55131
1965	83547
2176	11132
11193	55082
4188	10954
6048	11230
23474	51606
23466	55133
4929	55847
7507	11321
11151	11228
11103	57669
6582	28982
420	26019
8099	114932
55633	448834
3185	55825
10458	54458
25	1026
9810	51421
26984	79901
4853	284323
347	79736
2873	200845
56658	286075
4615	6047
79922	84277
55012	84984
9667	10975
867	55620
117144	353134
54472	337878
6319	54842
7323	57520
9094	55299
2139	81857
640	653219
5610	7329
6147	9051
400506	406891
5917	407035
6950	27175
23506	81851
79073	89872
55800	79594
6730	25873
667	10008
221656	284467
3667	3717
351	257629
6256	6996
2232	7386
23582	51406
6921	8452
26049	83729
10038	84717
9330	10228
79631	642938
3992	80227
2719	8000
5934	54205
9738	29781
10078	266971
4842	6641
3146	5896
2023	8557
5985	11340
8290	8341
5443	7448
51321	388372
4355	55327
7541	8907
2224	7251
4343	55228
9315	84966
998	3069
79637	155382
9536	135946
10490	11319
54947	81671
6733	8568
1413	6810
22984	574032
25972	283578
80817	164592
4509	29993
3276	7541
85294	125115
54629	64215
8452	79698
805	4215
117178	145282
2882	124220
3798	7159
5066	10678
5578	23157
10236	406889
57338	154865
27302	389541
8237	9391
55758	80823
2078	7150
351	7866
8878	440738
4171	55506
159371	221927
11133	51512
51186	55660
4610	55578
29978	55739
4188	54926
3216	23382
55148	55284
6671	7716
29922	90390
54756	56413
26258	51317
5530	124045
4172	554313
3012	3024
4795	146562
79677	375484
5439	140459
1387	10302
2775	26986
84135	266971
22806	80022
7903	9509
83719	100528019
7341	9414
472	8651
79169	92906
2776	2785
6166	22984
6242	135295
351	80205
222166	253980
7444	8161
1032	3846
55775	554313
9146	10567
241	2867
351	4300
80131	390429
23462	25831
1527	23219
4108	55249
861	7421
5563	10519
284323	404734
4176	8968
4928	8345
382	8517
5652	8733
1892	9474
5423	7174
5730	29934
145258	147409
116225	146439
840	7013
9644	10657
79033	132864
1400	8888
400506	406932
56983	64184
1017	7343
2243	7916
857	858
3183	113878
88	283807
8452	25820
9873	23641
8452	54165
55116	55800
23367	51133
23130	23180
5739	7357
6944	10524
200523	353133
351	2273
9733	114034
23770	85358
6240	55791
5929	8451
1374	10266
9528	79147
2114	3725
116840	128553
1969	3082
5261	387119
3725	55509
4223	654483
50855	55734
51069	64969
1859	10024
6812	27185
3885	80256
23512	26148
1527	23023
159	256933
11043	56204
7965	9255
64061	84984
3309	4145
5688	51141
7773	125115
1452	644815
6856	165100
2104	122970
7738	151278
6897	79020
54971	133923
7026	27202
9928	10653
472	5746
26146	284058
6653	81631
27185	55075
6624	7428
58524	83719
2885	6452
8575	9726
7203	90665
5125	80174
6507	23390
3064	10540
166	83444
4724	78987
5571	386678
85313	353164
373	79173
84648	386683
773	347733
132299	139231
1962	30850
5170	26073
994	3891
57549	85358
624	54968
23077	29119
22897	26580
968	9675
3840	80270
1992	2805
3881	29941
118472	653219
6143	57109
6919	64375
10445	25855
6768	7093
307	26277
7133	7705
81851	117144
4670	406976
351	29767
10226	79415
7798	79036
8651	150684
3854	23028
55340	85509
1956	10015
11052	112858
1604	3077
6635	55599
51493	407026
10513	84708
7840	80755
3008	51134
29121	64327
55915	114990
3543	100423062
3563	121441
5093	54819
4602	6595
2184	337960
7745	169841
1629	51023
2517	7410
5925	7874
11077	22913
10628	54541
1051	9221
409	80755
55663	84445
3880	55823
27301	84058
1131	64225
10133	386681
1981	2035
5939	63875
7277	7288
994	4763
9146	57761
6602	80321
6607	84709
3386	5156
3359	55144
8440	729250
640	196472
3921	7466
10123	51074
4855	51162
2740	10682
8260	9604
9322	57154
9045	84872
5157	8404
2597	7013
973	643853
4683	5616
9442	219541
489	27094
728695	728712
23566	339302
4536	6794
4750	399947
9638	129563
467	1398
6637	84967
92370	388633
3383	10897
6232	8517
2932	93109
2521	3692
65986	114818
56262	338567
9722	51428
1111	2521
54464	55577
10562	408263
8087	8636
989	23347
599	29986
8856	9612
7541	11060
9747	24144
9146	80318
2525	6386
11051	23118
6950	57644
10146	23511
6150	55969
3627	6355
25852	51117
27072	65082
51593	53981
9456	28988
8458	150684
6787	56137
4193	8870
646	4691
604	10014
9020	11140
10282	136991
84418	148808
6774	80854
6348	11143
11080	100505705
8200	11168
9128	26121
3320	9868
2011	6118
3327	11140
2669	221150
8844	23677
57338	159119
1641	9925
1040	23584
6182	84290
6209	6428
3418	5036
2896	353134
2642	7026
7122	51075
25764	55145
4171	8318
613	10989
84230	353174
993	10277
54472	115265
2805	3898
10671	11258
4250	8703
7531	9055
1364	51280
50837	345651
5253	8349
3070	57182
1786	5093
9802	93487
55093	256281
3093	26505
50488	339345
9675	57326
3030	54870
4004	342897
5297	27020
10726	79228
8454	26272
23671	51646
1508	6281
4113	57693
132724	149175
64109	85450
8899	25873
3798	7532
84102	337878
337973	448834
51121	285855
6932	26039
728	23355
7466	9729
23324	158062
6184	25862
9412	9441
7431	55183
1993	8336
94101	158866
129025	337873
142685	146325
5435	55197
53353	55422
2783	11065
1469	79576
55196	83896
10899	83862
92	654
27242	64324
3093	80176
9644	10260
2125	28976
11275	54765
65244	541468
433	5355
2332	55506
57497	87178
55173	64432
55342	406905
55131	55646
6205	54984
640	10350
59	11344
4904	9904
63908	112755
10658	407047
2908	6996
7462	56893
525	3315
8667	9470
5717	11244
2932	22823
7133	26010
2959	7025
2	7276
3312	6729
1129	6000
10001	219541
280636	388336
10479	340547
3015	221895
1616	440093
4792	5432
3881	199834
3159	7273
2100	155465
9530	10413
10089	23446
5725	406953
6194	7431
9014	54700
4747	171482
51258	54148
6477	7159
8945	64750
5515	6097
810	196951
386682	100132476
22900	51562
7337	345651
2274	50852
10155	55422
57448	408187
1137	5796
10874	56130
27309	257101
3725	23411
7531	55778
2495	79983
10241	55149
23371	64787
59	1421
5049	134829
8473	10425
1146	4223
1240	7026
83900	353133
9810	338599
582	11315
3308	3836
4599	7341
23268	55114
5926	56987
5094	8573
4706	64778
5610	8575
55037	79444
4232	9638
2694	6541
4108	4211
7532	219771
79065	130106
6870	51194
55112	57152
9391	10101
5917	407042
23262	79026
2738	9903
5939	28998
10241	84140
11339	83878
8548	84932
4258	84277
23028	29982
9802	10363
1639	2332
51428	64837
4193	83593
3172	5469
9545	55165
1457	1911
23589	375791
3885	284680
3003	7009
2776	9267
54955	85359
5905	23306
84616	353139
400506	406937
10923	55681
51121	51691
6768	25825
2257	6168
9337	24140
3603	10616
5591	55507
126295	161742
79165	91544
56894	285672
55666	374308
10640	374659
6279	151195
1499	8467
51379	161742
32	151254
2100	84246
54815	57504
10036	124923
1522	11043
54704	83741
11099	84959
3149	4222
4824	55684
7726	7980
7851	10462
3009	9601
339	51726
4212	11030
8502	55644
5879	23429
339344	353323
363	112755
2232	727956
4591	125893
4706	644096
10988	114789
9611	84851
2835	10381
5687	5698
51184	284451
84080	146853
2066	10603
26284	84708
262	5443
3164	9730
27089	84790
3094	51564
5315	84708
23399	29978
351	6100
1132	5591
9344	79669
7533	29105
7336	22954
580	80321
51433	196527
9724	342096
5725	407054
90	657
8577	27030
6429	6434
1407	5528
4987	57143
1742	10928
11011	493861
3241	113878
2706	7780
6782	29979
6203	51121
6954	7965
9094	23542
4904	51335
902	2810
9532	64744
3850	11339
5347	253260
5829	51082
25873	51191
9240	196483
6430	10240
10787	57224
581	9454
23212	23521
8291	202333
11092	84864
79165	285753
55138	118490
7109	9260
11094	117178
1039	10214
3992	6582
54776	64127
6584	342574
54535	55610
10682	51300
5713	9097
4841	8290
54876	134553
3488	9457
5911	11133
359	100131303
7294	80258
8842	55858
10963	81848
29934	340811
26994	440093
2512	114879
351	51534
3297	4175
645	6160
11140	653121
2145	3720
84528	85302
4236	7541
4093	9320
27429	100134934
9782	406886
5813	26156
25959	51053
5241	7818
1495	1499
79873	253980
10147	407025
2145	26512
5901	8021
5078	9775
136853	146664
5315	5427
900	9925
23421	65991
5553	26133
9570	93380
4190	7013
10868	23503
5013	6565
58493	440563
9146	140767
7023	11107
3091	7874
5682	9533
917	4118
3048	3265
3364	5111
26232	80332
10915	29995
9308	80762
5033	8189
6801	27145
540	79064
10318	153527
154	115290
57159	85294
7434	10560
3927	7681
54	3309
4223	63898
79654	85319
8994	79177
6143	28998
479	51471
26121	116412
4675	57338
189	9129
3014	84296
2	4846
2885	6853
351	11201
10865	337967
9188	406988
54386	84464
9240	27306
2271	3692
1329	2035
84881	221092
1937	2290
1207	6636
55128	57466
56901	653269
9114	23545
7329	23295
23378	643836
79839	374395
84303	92369
1437	6689
3956	5795
54676	79666
5878	90316
7533	81558
56475	89885
3326	92979
7251	10040
3454	8945
9168	54386
4931	23481
6400	386724
2688	7812
90993	100128927
6603	8110
51614	221188
2908	7704
66004	84676
64773	386681
3008	5937
3064	6612
7634	342574
369	5605
8576	386680
85293	337970
6733	9454
6431	57062
51465	84634
4222	252969
64946	127703
192683	403313
91746	140886
5533	124045
29925	113878
409	7023
8243	9329
10870	51606
2664	158158
4194	26524
6714	9249
1133	64067
56975	79723
2219	80305
10562	200895
3107	100507680
26206	388677
2525	84236
3992	391196
6154	65008
28964	55763
5830	51179
926	54867
5201	8663
7352	149041
80233	340719
3609	201161
2475	55615
2332	3797
1387	84186
56140	147007
25	7532
3309	653423
1195	642636
5687	375791
2275	84080
1674	10284
9130	414157
7965	55093
54845	338917
3024	58491
788	54622
80313	84515
2217	30000
3831	51199
976	57515
3821	5361
9123	51564
3965	5738
5553	64222
29882	119504
5083	408263
5718	10868
8233	10181
5434	158809
114800	347862
9818	51138
23196	51067
2261	25793
350	4153
5013	64599
2962	6882
1270	7205
1605	3146
8761	29942
1808	10456
513	518
11337	225689
7695	84528
59272	64843
11343	200232
1401	23542
3960	57594
23435	81603
7157	8525
1398	2274
5990	121643
55507	55591
1387	1616
208	8115
6429	7468
9111	25776
7916	8682
1108	7227
5501	30012
908	983
5311	26539
7508	8348
23294	101060226
10524	147687
9851	54955
5706	5715
6554	79089
11051	406981
900	7157
6164	80223
5090	123722
25828	386676
54940	55188
1018	81620
23636	80063
55092	81576
1536	94235
10363	54801
10147	406888
3192	51023
54867	64755
4005	79027
8687	22954
489	55290
27343	342574
2058	406949
1026	10574
23095	79745
10982	55172
81689	83642
9716	406916
25841	29843
2932	7770
80005	83990
988	29889
4214	4957
8349	9854
549	55268
47	64410
54531	79813
1952	7903
25894	27020
8030	9958
51255	55825
5687	169270
6184	100288687
3281	282809
51474	57338
10682	10791
215	113174
1469	79981
27232	93474
130106	653269
56647	167153
4617	284346
2710	2713
51090	158866
83900	284346
145946	388677
6449	255488
4087	7175
23243	27005
8481	57562
4215	57154
1774	55471
80212	205860
7545	55608
1145	91775
5720	51750
10982	150160
7001	10570
6785	22802
358	414236
9802	60680
4311	100507680
351	6198
3265	54522
3012	55342
6141	51650
1600	92345
3514	388677
9370	51006
5004	140738
214	3964
64844	257236
80256	220929
5199	123920
2232	54988
1155	55124
26121	29903
1459	124401
4609	22936
6925	55616
220082	283685
203547	287015
54884	79669
2302	5990
10643	406915
2130	56952
1629	10449
10450	124245
63978	132158
55742	170506
444	10551
65991	345274
9533	11178
1742	2064
8087	148281
2217	23214
6923	79699
307	2923
2840	55763
9528	388650
7314	26525
973	10430
7128	9604
54754	118812
162966	386674
2868	4734
5985	7567
2186	3552
7533	51320
4090	83595
4747	10529
23264	407043
5430	57658
7570	55228
6421	406953
5455	5460
6601	84717
2312	653437
23043	27101
3658	729991
6599	23262
23210	26036
2	8764
10933	55145
4283	116071
7090	53820
1577	6318
641	2237
6878	9975
3227	150483
5939	9931
351	7357
1472	100132285
7324	7844
5830	257236
3837	7013
7965	406889
10424	27069
7186	9260
9516	10133
79759	114034
3489	343930
573	10524
10687	51008
51406	84135
54908	170954
7185	8214
80184	84851
23421	79682
6748	55871
79943	440295
6124	6128
8290	9070
10142	56950
23028	79927
10876	51148
11004	84924
51097	80777
124583	157753
10956	81501
2776	64407
29978	84970
84124	84260
1736	6625
11337	112574
3320	8837
8000	54822
7101	55914
10466	57511
8636	55093
6640	9758
3315	55660
2905	11269
5933	8850
8887	63027
7386	10449
64802	197407
55362	79669
3507	7920
5817	84283
7133	63929
246744	553115
9921	148581
8612	27065
4915	5770
9027	90993
81539	120939
2033	29117
672	890
11072	84908
2953	117145
1060	6431
93426	100134230
51253	54148
402	10540
554	91947
9453	30850
6613	9112
2882	55111
64795	84502
862	9202
27156	220965
23369	57055
2792	5082
4607	4625
10161	94097
4163	8407
4820	6138
7533	342527
52	1969
1936	121506
6602	84717
4791	6667
3065	8720
8668	8669
8087	253980
1605	3598
4059	7379
57048	353133
2738	56829
9446	9869
2203	5970
2577	29767
55228	64282
5813	29777
7316	55156
6047	729250
54512	81889
23710	54763
5604	283455
1615	406900
375791	431705
811	871
7247	64598
1479	4239
51280	94235
4670	8625
6189	23367
3191	5914
8943	219931
10519	10524
2870	55016
2261	64342
79719	112744
763	10531
164127	220082
85016	85235
9126	9985
351	622
1300	4354
83901	353145
958	85013
23350	406984
29978	56005
10147	406916
10155	57645
84970	552900
10202	56915
1291	5154
86	55257
8458	360132
16	10284
8338	29947
4869	83860
162	54812
166	4005
1460	6780
2261	221409
1654	406884
3297	5594
9457	25837
4004	285753
3065	6950
8907	79027
597	541466
613	81493
2222	80834
1386	7528
2547	57473
2622	79666
7529	57584
4792	8518
5819	386675
7073	406982
495	56605
10169	51759
6188	63977
10783	84186
4000	7124
22868	23466
51142	84269
6204	51121
51251	55199
84779	113130
55366	84870
5578	5739
55975	138199
10933	84445
4815	140578
9019	84676
6919	23149
2525	84102
57621	114900
138046	151903
2537	55119
5501	387718
5598	90355
23174	54790
7428	9217
353142	387267
9402	51043
4126	160065
983	4691
5693	100008586
5036	5925
273	7316
10266	339761
896	3801
5829	89870
3839	200523
1641	23281
598	1263
8548	9463
171483	373156
54930	83548
258	138065
9439	10001
970	23039
9696	10590
821	116444
9922	257236
23005	60484
1059	7745
6500	654231
640	1014
6635	94104
10460	54535
80714	140706
60490	285672
466	815
80005	81027
2268	3326
529	51606
10367	285598
4118	339302
79714	219409
55324	114034
2801	84708
8021	9513
80124	93145
5728	80344
9295	84445
1059	54627
55845	58489
5058	7048
5351	406980
8290	10236
9771	219348
2805	7127
4088	10526
923	54840
10592	255809
1030	8463
165055	552900
3866	286887
10155	56160
6434	91746
1024	23389
9063	79753
83548	83986
9119	11260
2650	3077
55238	146852
7993	10424
373	58524
6880	9638
3763	6779
64398	116225
55681	55833
347516	348013
10460	11339
4920	222255
83862	158866
4904	406881
6733	79101
104	4343
538	2295
57521	389541
23265	23557
955	1137
